"ensgene","log2FoldChange","pvalue","padj","contrast","symbol","description","region"
"ENSMUSG00000031373",0.515649881843029,0.000924255447908285,0.0995275102257348,"CDOM - DOM","Car5b","carbonic anhydrase 5b, mitochondrial [Source:MGI Symbol;Acc:MGI:1926249]","MeA"
"ENSMUSG00000002771",0.514046893680441,0.00395816594597926,0.0854853824558552,"DOM - DES","Grin2d","glutamate receptor, ionotropic, NMDA2D (epsilon 4) [Source:MGI Symbol;Acc:MGI:95823]","MeA"
"ENSMUSG00000030168",0.512474821939212,0.0010969765015562,0.0441473423588241,"DOM - DES","Adipor2","adiponectin receptor 2 [Source:MGI Symbol;Acc:MGI:93830]","MeA"
"ENSMUSG00000027030",0.511627735156446,0.000242138811695039,0.0168360366253687,"DOM - DES","Stk39","serine/threonine kinase 39 [Source:MGI Symbol;Acc:MGI:1858416]","MeA"
"ENSMUSG00000021242",0.510580971451982,0.00485348756663124,0.0944869901464628,"DOM - DES","Npc2","Niemann-Pick type C2 [Source:MGI Symbol;Acc:MGI:1915213]","MeA"
"ENSMUSG00000020634",0.508902093434274,2.04158385926311e-05,0.00387639191739573,"DOM - DES","Ubxn2a","UBX domain protein 2A [Source:MGI Symbol;Acc:MGI:2442310]","MeA"
"ENSMUSG00000047193",0.507987355146355,0.000193382100470305,0.0625635045498817,"CDOM - DOM","Dync2h1","dynein cytoplasmic 2 heavy chain 1 [Source:MGI Symbol;Acc:MGI:107736]","MeA"
"ENSMUSG00000031790",0.506501586171172,0.00424922476757275,0.0880154109199335,"DOM - DES","Mmp15","matrix metallopeptidase 15 [Source:MGI Symbol;Acc:MGI:109320]","MeA"
"ENSMUSG00000034210",0.504187804006406,3.64195921935964e-05,0.00523212538077603,"DOM - DES","Efcab14","EF-hand calcium binding domain 14 [Source:MGI Symbol;Acc:MGI:2442397]","MeA"
"ENSMUSG00000035469",0.504187633199075,1.53264471297946e-05,0.00332225346137245,"DOM - DES","Rcbtb1","regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1 [Source:MGI Symbol;Acc:MGI:1918580]","MeA"
"ENSMUSG00000023961",0.503642964790673,0.00167231811086295,0.0537245796570072,"DOM - DES","Enpp4","ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:MGI Symbol;Acc:MGI:2682634]","MeA"
"ENSMUSG00000002475",0.50237011821855,0.00485107879995859,0.0944869901464628,"DOM - DES","Abhd3","abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183]","MeA"
"ENSMUSG00000047976",0.501565010453092,0.000325046917085713,0.0203120035529089,"DOM - DES","Kcna1","potassium voltage-gated channel, shaker-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96654]","MeA"
"ENSMUSG00000053768",0.500327997702542,0.000687202652596924,0.0329368002749529,"DOM - DES","Chchd3","coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:MGI Symbol;Acc:MGI:1913325]","MeA"
"ENSMUSG00000030268",0.497878315151444,0.000523328665822462,0.0291372088001153,"DOM - DES","Bcat1","branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]","MeA"
"ENSMUSG00000024781",0.495053094780745,0.00474478372534312,0.093320381105354,"DOM - DES","Lipa","lysosomal acid lipase A [Source:MGI Symbol;Acc:MGI:96789]","MeA"
"ENSMUSG00000023909",0.494217519971253,0.000115705701160901,0.0110554931238255,"DOM - DES","Paqr4","progestin and adipoQ receptor family member IV [Source:MGI Symbol;Acc:MGI:1923748]","MeA"
"ENSMUSG00000056966",0.489173705217615,0.00174894323606547,0.0551948204575992,"DOM - DES","Gjc3","gap junction protein, gamma 3 [Source:MGI Symbol;Acc:MGI:2153041]","MeA"
"ENSMUSG00000002578",0.489170176352155,0.000439959452779455,0.0907655479755876,"CDOM - DOM","Ikzf4","IKAROS family zinc finger 4 [Source:MGI Symbol;Acc:MGI:1343139]","MeA"
"ENSMUSG00000041235",0.484969117981431,0.000654459309511258,0.0325253099794018,"DOM - DES","Chd7","chromodomain helicase DNA binding protein 7 [Source:MGI Symbol;Acc:MGI:2444748]","MeA"
"ENSMUSG00000027333",0.483637161510073,0.000144690304539781,0.0122750233414584,"DOM - DES","Smox","spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356]","MeA"
"ENSMUSG00000043067",0.482788132823136,0.000747047635079779,0.0343559508096946,"DOM - DES","Dpy19l1","dpy-19-like 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1915685]","MeA"
"ENSMUSG00000060314",0.48000624419542,0.000386667257176775,0.0863537326119453,"CDOM - DOM","Zfp941","zinc finger protein 941 [Source:MGI Symbol;Acc:MGI:3039601]","MeA"
"ENSMUSG00000040842",0.479438255789857,0.00341471408862709,0.0805272443163783,"DOM - DES","Szrd1","SUZ RNA binding domain containing 1 [Source:MGI Symbol;Acc:MGI:1098672]","MeA"
"ENSMUSG00000024642",0.478989949597031,0.000184744436339293,0.0144003426430786,"DOM - DES","Tle4","transducin-like enhancer of split 4 [Source:MGI Symbol;Acc:MGI:104633]","MeA"
"ENSMUSG00000026203",0.478436888353904,0.000304106060608056,0.0195817859026318,"DOM - DES","Dnajb2","DnaJ heat shock protein family (Hsp40) member B2 [Source:MGI Symbol;Acc:MGI:1928739]","MeA"
"ENSMUSG00000044149",0.477730848767405,0.00137062259919714,0.0486426040380917,"DOM - DES","Nkrf","NF-kappaB repressing factor [Source:MGI Symbol;Acc:MGI:1924536]","MeA"
"ENSMUSG00000055733",0.476634471808655,4.27581587689995e-05,0.00584709520197949,"DOM - DES","Nap1l3","nucleosome assembly protein 1-like 3 [Source:MGI Symbol;Acc:MGI:1859565]","MeA"
"ENSMUSG00000021669",0.474158358074845,4.38574766886456e-06,0.00158359348623276,"DOM - DES","Col4a3bp","collagen, type IV, alpha 3 (Goodpasture antigen) binding protein [Source:MGI Symbol;Acc:MGI:1915268]","MeA"
"ENSMUSG00000025283",0.473847213861075,0.00271918562674254,0.0717255933404827,"DOM - DES","Sat1","spermidine/spermine N1-acetyl transferase 1 [Source:MGI Symbol;Acc:MGI:98233]","MeA"
"ENSMUSG00000032050",0.472447252633611,6.338256967929e-07,0.000592779772071306,"DOM - DES","Rdx","radixin [Source:MGI Symbol;Acc:MGI:97887]","MeA"
"ENSMUSG00000026888",0.47050135176237,0.00330449408936851,0.0791304750652896,"DOM - DES","Grb14","growth factor receptor bound protein 14 [Source:MGI Symbol;Acc:MGI:1355324]","MeA"
"ENSMUSG00000036737",0.470295953832762,0.00145169486799475,0.0499990720814006,"DOM - DES","Oxsr1","oxidative-stress responsive 1 [Source:MGI Symbol;Acc:MGI:1917378]","MeA"
"ENSMUSG00000030301",0.469972772801616,0.000799162366759439,0.0352249840824622,"DOM - DES","Ccdc91","coiled-coil domain containing 91 [Source:MGI Symbol;Acc:MGI:1914265]","MeA"
"ENSMUSG00000024621",0.468008289581625,0.00196758191275827,0.0582768102080469,"DOM - DES","Csf1r","colony stimulating factor 1 receptor [Source:MGI Symbol;Acc:MGI:1339758]","MeA"
"ENSMUSG00000035642",0.467122189098056,0.00118678998816047,0.0458231308784033,"DOM - DES","Aamdc","adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523]","MeA"
"ENSMUSG00000004558",0.462712517945388,0.000240733826259598,0.0168360366253687,"DOM - DES","Ndrg2","N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]","MeA"
"ENSMUSG00000038375",0.460773410448765,0.00126859020750884,0.0468008594239731,"DOM - DES","Trp53inp2","transformation related protein 53 inducible nuclear protein 2 [Source:MGI Symbol;Acc:MGI:1915978]","MeA"
"ENSMUSG00000047414",0.459333097292724,0.00324454627086426,0.0781700016738157,"DOM - DES","Flrt2","fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594]","MeA"
"ENSMUSG00000072946",0.45402385349332,0.00270465301347693,0.0715284127314166,"DOM - DES","Ptgr2","prostaglandin reductase 2 [Source:MGI Symbol;Acc:MGI:1916372]","MeA"
"ENSMUSG00000044224",0.453952718540968,0.000511054495332281,0.0288882331140117,"DOM - DES","Dnajc21","DnaJ heat shock protein family (Hsp40) member C21 [Source:MGI Symbol;Acc:MGI:1925371]","MeA"
"ENSMUSG00000106190",0.451709992973746,0.00378192706596116,0.0832995281338992,"DOM - DES","Gm20768","predicted gene, 20768 [Source:MGI Symbol;Acc:MGI:5434124]","MeA"
"ENSMUSG00000031198",0.450534491602529,0.00125254106569543,0.0465926000707081,"DOM - DES","Fundc2","FUN14 domain containing 2 [Source:MGI Symbol;Acc:MGI:1914641]","MeA"
"ENSMUSG00000004317",0.450459534558709,0.00371182890441512,0.0825464392256207,"DOM - DES","Clcn5","chloride channel, voltage-sensitive 5 [Source:MGI Symbol;Acc:MGI:99486]","MeA"
"ENSMUSG00000032261",0.449367930289859,0.00181508204304284,0.0558864138408825,"DOM - DES","Sh3bgrl2","SH3 domain binding glutamic acid-rich protein like 2 [Source:MGI Symbol;Acc:MGI:1915350]","MeA"
"ENSMUSG00000044340",0.449007888017821,0.00131629638619535,0.0474589658188026,"DOM - DES","Phlpp1","PH domain and leucine rich repeat protein phosphatase 1 [Source:MGI Symbol;Acc:MGI:2138327]","MeA"
"ENSMUSG00000024661",0.447101657425432,0.00103274040668274,0.0428428163108441,"DOM - DES","Fth1","ferritin heavy polypeptide 1 [Source:MGI Symbol;Acc:MGI:95588]","MeA"
"ENSMUSG00000027429",0.445159762721066,0.00239961539098985,0.0660089729008457,"DOM - DES","Sec23b","SEC23 homolog B, COPII coat complex component [Source:MGI Symbol;Acc:MGI:1350925]","MeA"
"ENSMUSG00000074909",0.44400733236408,0.00485513838632398,0.0944869901464628,"DOM - DES","Ranbp6","RAN binding protein 6 [Source:MGI Symbol;Acc:MGI:2683212]","MeA"
"ENSMUSG00000033335",0.442512694211481,0.00476391643194702,0.0933248708427716,"DOM - DES","Dnm2","dynamin 2 [Source:MGI Symbol;Acc:MGI:109547]","MeA"
"ENSMUSG00000006301",0.440166934720539,0.00431157899292603,0.0886130752190785,"DOM - DES","Tmbim1","transmembrane BAX inhibitor motif containing 1 [Source:MGI Symbol;Acc:MGI:1916910]","MeA"
"ENSMUSG00000021665",0.440117999091272,0.00403639757244492,0.0854853824558552,"DOM - DES","Hexb","hexosaminidase B [Source:MGI Symbol;Acc:MGI:96074]","MeA"
"ENSMUSG00000040209",0.437795856675193,0.000637113112058772,0.0919832098795263,"CDOM - DOM","Zfp704","zinc finger protein 704 [Source:MGI Symbol;Acc:MGI:2180715]","MeA"
"ENSMUSG00000021285",0.436536918700097,0.000181926173563583,0.0622609119443132,"CDOM - DOM","Ppp1r13b","protein phosphatase 1, regulatory (inhibitor) subunit 13B [Source:MGI Symbol;Acc:MGI:1336199]","MeA"
"ENSMUSG00000027422",0.436291457145018,0.000492081520837451,0.0281379433343731,"DOM - DES","Rrbp1","ribosome binding protein 1 [Source:MGI Symbol;Acc:MGI:1932395]","MeA"
"ENSMUSG00000026495",0.434556117948787,0.00164238172269404,0.053539412196451,"DOM - DES","Efcab2","EF-hand calcium binding domain 2 [Source:MGI Symbol;Acc:MGI:1915476]","MeA"
"ENSMUSG00000059149",0.4310779876566,0.000564678849857678,0.0919832098795263,"CDOM - DOM","Mfsd4a","major facilitator superfamily domain containing 4A [Source:MGI Symbol;Acc:MGI:2442786]","MeA"
"ENSMUSG00000027247",0.430348493562474,0.000642834921338062,0.0919832098795263,"CDOM - DOM","Arhgap1","Rho GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2445003]","MeA"
"ENSMUSG00000042271",0.429578350062008,0.000983277433679092,0.0411365502621112,"DOM - DES","Nxt2","nuclear transport factor 2-like export factor 2 [Source:MGI Symbol;Acc:MGI:2147914]","MeA"
"ENSMUSG00000004099",0.429322729626093,1.22070006088435e-05,0.0248238076666982,"CDOM - DOM","Dnmt1","DNA methyltransferase (cytosine-5) 1 [Source:MGI Symbol;Acc:MGI:94912]","MeA"
"ENSMUSG00000039419",0.428369001597319,0.00382752522382897,0.0837306478063619,"DOM - DES","Cntnap2","contactin associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1914047]","MeA"
"ENSMUSG00000035093",0.42687803162711,0.000764030891296498,0.0344232978043053,"DOM - DES","Secisbp2l","SECIS binding protein 2-like [Source:MGI Symbol;Acc:MGI:1917604]","MeA"
"ENSMUSG00000046240",0.42531220528811,0.00178217363720251,0.0556835265125931,"DOM - DES","Hepacam","hepatocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1920177]","MeA"
"ENSMUSG00000025203",0.424383820654132,1.05955447395546e-05,0.00290592625171859,"DOM - DES","Scd2","stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]","MeA"
"ENSMUSG00000062151",0.42393622803073,0.00264452570078097,0.0705520232384753,"DOM - DES","Unc13c","unc-13 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:2149021]","MeA"
"ENSMUSG00000027963",0.421453455706178,0.00200324806348575,0.0587487204360871,"DOM - DES","Extl2","exostoses (multiple)-like 2 [Source:MGI Symbol;Acc:MGI:1889574]","MeA"
"ENSMUSG00000021591",0.421113642504148,0.00421871966674451,0.0877517391355143,"DOM - DES","Glrx","glutaredoxin [Source:MGI Symbol;Acc:MGI:2135625]","MeA"
"ENSMUSG00000022964",0.420758021898935,4.21595517884977e-05,0.00583535478493131,"DOM - DES","Tmem50b","transmembrane protein 50B [Source:MGI Symbol;Acc:MGI:1925225]","MeA"
"ENSMUSG00000062078",0.419626400193318,0.000113266648037903,0.0109639154081134,"DOM - DES","Qk","quaking [Source:MGI Symbol;Acc:MGI:97837]","MeA"
"ENSMUSG00000033790",0.417906031549319,0.00463569861535749,0.0918046548423619,"DOM - DES","Tubgcp5","tubulin, gamma complex associated protein 5 [Source:MGI Symbol;Acc:MGI:2178836]","MeA"
"ENSMUSG00000020263",0.414106491357592,0.00075757673480412,0.0344162927682485,"DOM - DES","Appl2","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2 [Source:MGI Symbol;Acc:MGI:2384914]","MeA"
"ENSMUSG00000027195",0.41055726609558,0.00104318681250892,0.0430385947299105,"DOM - DES","Hsd17b12","hydroxysteroid (17-beta) dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1926967]","MeA"
"ENSMUSG00000031565",0.408415641809889,0.000272511322803696,0.0745999746175118,"CDOM - DOM","Fgfr1","fibroblast growth factor receptor 1 [Source:MGI Symbol;Acc:MGI:95522]","MeA"
"ENSMUSG00000042105",0.408332517444844,3.58366473068569e-05,0.00523212538077603,"DOM - DES","Inpp5f","inositol polyphosphate-5-phosphatase F [Source:MGI Symbol;Acc:MGI:2141867]","MeA"
"ENSMUSG00000026664",0.408006164720648,0.00464292278709852,0.0918046548423619,"DOM - DES","Phyh","phytanoyl-CoA hydroxylase [Source:MGI Symbol;Acc:MGI:891978]","MeA"
"ENSMUSG00000039682",0.405831280596001,0.00368357612931131,0.0823302711020761,"DOM - DES","Lap3","leucine aminopeptidase 3 [Source:MGI Symbol;Acc:MGI:1914238]","MeA"
"ENSMUSG00000007891",0.405712268459334,9.64958599690269e-05,0.00985588749062958,"DOM - DES","Ctsd","cathepsin D [Source:MGI Symbol;Acc:MGI:88562]","MeA"
"ENSMUSG00000026179",0.403456416922958,0.00223942851857493,0.06329377167957,"DOM - DES","Pnkd","paroxysmal nonkinesiogenic dyskinesia [Source:MGI Symbol;Acc:MGI:1930773]","MeA"
"ENSMUSG00000076431",0.403330447907746,0.0036157477455517,0.0817545406284285,"DOM - DES","Sox4","SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]","MeA"
"ENSMUSG00000024044",0.40283082201816,7.07341244540939e-05,0.00808270710052192,"DOM - DES","Epb41l3","erythrocyte membrane protein band 4.1 like 3 [Source:MGI Symbol;Acc:MGI:103008]","MeA"
"ENSMUSG00000024948",0.402592430134718,0.00485493422774268,0.0944869901464628,"DOM - DES","Map4k2","mitogen-activated protein kinase kinase kinase kinase 2 [Source:MGI Symbol;Acc:MGI:1346883]","MeA"
"ENSMUSG00000020864",0.400780968207941,3.91884840731838e-06,0.00148815756185603,"DOM - DES","Ankrd40","ankyrin repeat domain 40 [Source:MGI Symbol;Acc:MGI:1918702]","MeA"
"ENSMUSG00000031709",0.399116157690013,0.00189006965628758,0.0572432139256014,"DOM - DES","Tbc1d9","TBC1 domain family, member 9 [Source:MGI Symbol;Acc:MGI:1918560]","MeA"
"ENSMUSG00000027363",0.398911832466384,2.20971973856783e-05,0.00406867183685873,"DOM - DES","Usp8","ubiquitin specific peptidase 8 [Source:MGI Symbol;Acc:MGI:1934029]","MeA"
"ENSMUSG00000035726",0.398736877224234,0.000867190132579085,0.0371187452702204,"DOM - DES","Supt16","suppressor of Ty 16 [Source:MGI Symbol;Acc:MGI:1890948]","MeA"
"ENSMUSG00000021699",0.398689216704975,0.00502278078800128,0.0959837206068374,"DOM - DES","Pde4d","phosphodiesterase 4D, cAMP specific [Source:MGI Symbol;Acc:MGI:99555]","MeA"
"ENSMUSG00000048142",0.398082699902693,0.000535893383103045,0.0294397916266019,"DOM - DES","Nat8l","N-acetyltransferase 8-like [Source:MGI Symbol;Acc:MGI:2447776]","MeA"
"ENSMUSG00000031447",0.3966954890104,0.00464174630987361,0.0918046548423619,"DOM - DES","Lamp1","lysosomal-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:96745]","MeA"
"ENSMUSG00000031813",0.39667504846405,0.00349034507985519,0.0805272443163783,"DOM - DES","Mvb12a","multivesicular body subunit 12A [Source:MGI Symbol;Acc:MGI:1920961]","MeA"
"ENSMUSG00000031993",0.396647677141169,0.00394663762429706,0.0854527824792975,"DOM - DES","Snx19","sorting nexin 19 [Source:MGI Symbol;Acc:MGI:1921581]","MeA"
"ENSMUSG00000040548",0.394985323315155,0.00121609140477287,0.0462933133691434,"DOM - DES","Tex2","testis expressed gene 2 [Source:MGI Symbol;Acc:MGI:102465]","MeA"
"ENSMUSG00000001270",0.393660027781759,0.00224758216974676,0.0633345546585824,"DOM - DES","Ckb","creatine kinase, brain [Source:MGI Symbol;Acc:MGI:88407]","MeA"
"ENSMUSG00000060961",0.392748817194396,8.33004758915567e-05,0.00887539602844572,"DOM - DES","Slc4a4","solute carrier family 4 (anion exchanger), member 4 [Source:MGI Symbol;Acc:MGI:1927555]","MeA"
"ENSMUSG00000021190",0.391515440674508,8.17830451038338e-05,0.00877686157962158,"DOM - DES","Lgmn","legumain [Source:MGI Symbol;Acc:MGI:1330838]","MeA"
"ENSMUSG00000031841",0.389657198203261,0.000340093454501664,0.0834694883591583,"CDOM - DOM","Cdh13","cadherin 13 [Source:MGI Symbol;Acc:MGI:99551]","MeA"
"ENSMUSG00000055128",0.388026653158102,0.00509967154386599,0.0967043989304165,"DOM - DES","Cgrrf1","cell growth regulator with ring finger domain 1 [Source:MGI Symbol;Acc:MGI:1916368]","MeA"
"ENSMUSG00000040596",0.387003190656031,0.000734974894127616,0.0340155568188438,"DOM - DES","Pogk","pogo transposable element with KRAB domain [Source:MGI Symbol;Acc:MGI:1918842]","MeA"
"ENSMUSG00000029016",0.386442931161786,0.000762835038186139,0.0344232978043053,"DOM - DES","Clcn6","chloride channel, voltage-sensitive 6 [Source:MGI Symbol;Acc:MGI:1347049]","MeA"
"ENSMUSG00000036745",0.385899488686254,0.000893927547333427,0.0380432959080691,"DOM - DES","Ttll7","tubulin tyrosine ligase-like family, member 7 [Source:MGI Symbol;Acc:MGI:1918142]","MeA"
"ENSMUSG00000022594",0.384967700083646,0.002375062150186,0.0656243851571914,"DOM - DES","Lynx1","Ly6/neurotoxin 1 [Source:MGI Symbol;Acc:MGI:1345180]","MeA"
"ENSMUSG00000042444",0.382505153249004,0.00164648156072807,0.053539412196451,"DOM - DES","Mindy2","MINDY lysine 48 deubiquitinase 2 [Source:MGI Symbol;Acc:MGI:2443086]","MeA"
"ENSMUSG00000027506",0.381854761341335,0.00299180931523008,0.0750312810951036,"DOM - DES","Tpd52","tumor protein D52 [Source:MGI Symbol;Acc:MGI:107749]","MeA"
"ENSMUSG00000041278",0.381342817211867,0.00123224621749508,0.0464006876875291,"DOM - DES","Ttc1","tetratricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1914077]","MeA"
"ENSMUSG00000034518",0.380927151840984,0.00459577634227753,0.0916109776476922,"DOM - DES","Hmgxb4","HMG box domain containing 4 [Source:MGI Symbol;Acc:MGI:1918073]","MeA"
"ENSMUSG00000000594",0.380041101907186,0.000177621172264263,0.0139183574668451,"DOM - DES","Gm2a","GM2 ganglioside activator protein [Source:MGI Symbol;Acc:MGI:95762]","MeA"
"ENSMUSG00000020694",0.379098203721618,4.66562392541293e-05,0.00599823858792449,"DOM - DES","Tlk2","tousled-like kinase 2 (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1346023]","MeA"
"ENSMUSG00000047766",0.378960224589542,0.00195219664008968,0.0582768102080469,"DOM - DES","Lrrc49","leucine rich repeat containing 49 [Source:MGI Symbol;Acc:MGI:2442689]","MeA"
"ENSMUSG00000024892",0.377713771460722,0.00165209394826321,0.053539412196451,"DOM - DES","Pcx","pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520]","MeA"
"ENSMUSG00000028194",0.375765813524997,0.00428555316299364,0.0883969949079886,"DOM - DES","Ddah1","dimethylarginine dimethylaminohydrolase 1 [Source:MGI Symbol;Acc:MGI:1916469]","MeA"
"ENSMUSG00000015149",0.374042061440337,0.000209493854303401,0.0156254403128789,"DOM - DES","Sirt2","sirtuin 2 [Source:MGI Symbol;Acc:MGI:1927664]","MeA"
"ENSMUSG00000043733",0.371824665026908,3.51375696902522e-05,0.00520387407112634,"DOM - DES","Ptpn11","protein tyrosine phosphatase, non-receptor type 11 [Source:MGI Symbol;Acc:MGI:99511]","MeA"
"ENSMUSG00000074657",0.371711200805824,0.000208865555101627,0.0156254403128789,"DOM - DES","Kif5a","kinesin family member 5A [Source:MGI Symbol;Acc:MGI:109564]","MeA"
"ENSMUSG00000022257",0.365729943815707,0.00500429631590524,0.0958185419160235,"DOM - DES","Laptm4b","lysosomal-associated protein transmembrane 4B [Source:MGI Symbol;Acc:MGI:1890494]","MeA"
"ENSMUSG00000025898",0.364920483846641,0.00420904018751544,0.0876735375205397,"DOM - DES","Cwf19l2","CWF19-like 2, cell cycle control (S. pombe) [Source:MGI Symbol;Acc:MGI:1918023]","MeA"
"ENSMUSG00000001891",0.364827639094034,0.00121906767143592,0.0462933133691434,"DOM - DES","Ugp2","UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447]","MeA"
"ENSMUSG00000063015",0.363746544577087,0.00115459767489667,0.0453590669261924,"DOM - DES","Ccni","cyclin I [Source:MGI Symbol;Acc:MGI:1341077]","MeA"
"ENSMUSG00000021540",0.363390837214675,0.00211849705795271,0.0608041500548054,"DOM - DES","Smad5","SMAD family member 5 [Source:MGI Symbol;Acc:MGI:1328787]","MeA"
"ENSMUSG00000048249",0.361674189586011,0.00016317365009847,0.0132780316371337,"DOM - DES","Crebrf","CREB3 regulatory factor [Source:MGI Symbol;Acc:MGI:1924378]","MeA"
"ENSMUSG00000026944",0.360111518259347,0.000540035097698438,0.0294397916266019,"DOM - DES","Abca2","ATP-binding cassette, sub-family A (ABC1), member 2 [Source:MGI Symbol;Acc:MGI:99606]","MeA"
"ENSMUSG00000034994",0.359316251965859,0.00196147721923239,0.0582768102080469,"DOM - DES","Eef2","eukaryotic translation elongation factor 2 [Source:MGI Symbol;Acc:MGI:95288]","MeA"
"ENSMUSG00000020657",0.358976818614403,0.00113897704354626,0.0453447581046241,"DOM - DES","Dnajc27","DnaJ heat shock protein family (Hsp40) member C27 [Source:MGI Symbol;Acc:MGI:2443036]","MeA"
"ENSMUSG00000074746",0.358849837473822,0.00188430679759805,0.0572432139256014,"DOM - DES","Pdzd8","PDZ domain containing 8 [Source:MGI Symbol;Acc:MGI:2677270]","MeA"
"ENSMUSG00000004455",0.358661967244858,0.0023672892724928,0.0656129675389275,"DOM - DES","Ppp1cc","protein phosphatase 1, catalytic subunit, gamma isoform [Source:MGI Symbol;Acc:MGI:104872]","MeA"
"ENSMUSG00000032064",0.358605612901595,0.000537036562907837,0.0294397916266019,"DOM - DES","Dixdc1","DIX domain containing 1 [Source:MGI Symbol;Acc:MGI:2679721]","MeA"
"ENSMUSG00000006010",0.356964465498591,0.00150432339408619,0.0508653640785764,"DOM - DES","BC003331","cDNA sequence BC003331 [Source:MGI Symbol;Acc:MGI:2385108]","MeA"
"ENSMUSG00000015305",0.356893949354693,0.00369332647190422,0.0823767545917192,"DOM - DES","Sash1","SAM and SH3 domain containing 1 [Source:MGI Symbol;Acc:MGI:1917347]","MeA"
"ENSMUSG00000024304",0.356723738636662,0.000679542550065313,0.0946124461271225,"CDOM - DOM","Cdh2","cadherin 2 [Source:MGI Symbol;Acc:MGI:88355]","MeA"
"ENSMUSG00000055373",0.355776217472439,0.003164086883404,0.0770725768802849,"DOM - DES","Fut9","fucosyltransferase 9 [Source:MGI Symbol;Acc:MGI:1330859]","MeA"
"ENSMUSG00000024962",0.355169127523291,0.0035045957438174,0.0805272443163783,"DOM - DES","Vegfb","vascular endothelial growth factor B [Source:MGI Symbol;Acc:MGI:106199]","MeA"
"ENSMUSG00000038055",0.354565747613978,0.00208496869546285,0.060361001382328,"DOM - DES","Dexi","dexamethasone-induced transcript [Source:MGI Symbol;Acc:MGI:1926236]","MeA"
"ENSMUSG00000028546",0.354099520563931,0.00289304606007155,0.0736463078934973,"DOM - DES","Elavl4","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D) [Source:MGI Symbol;Acc:MGI:107427]","MeA"
"ENSMUSG00000004113",0.353888079280389,0.000548171728173912,0.0919832098795263,"CDOM - DOM","Cacna1b","calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:MGI Symbol;Acc:MGI:88296]","MeA"
"ENSMUSG00000039913",0.352906184027193,0.00115997361978475,0.045417756498167,"DOM - DES","Pak7","p21 protein (Cdc42/Rac)-activated kinase 7 [Source:MGI Symbol;Acc:MGI:1920334]","MeA"
"ENSMUSG00000032281",0.351793781810561,0.00275065296237672,0.0719737992452284,"DOM - DES","Acsbg1","acyl-CoA synthetase bubblegum family member 1 [Source:MGI Symbol;Acc:MGI:2385656]","MeA"
"ENSMUSG00000022055",0.349893036065462,0.00449572320499054,0.0903414663038127,"DOM - DES","Nefl","neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]","MeA"
"ENSMUSG00000052364",0.348977630774952,0.00378460401814497,0.0832995281338992,"DOM - DES","B630019K06Rik","RIKEN cDNA B630019K06 gene [Source:MGI Symbol;Acc:MGI:2147918]","MeA"
"ENSMUSG00000073838",0.346567677979091,0.00427306001163127,0.0883075478666378,"DOM - DES","Tufm","Tu translation elongation factor, mitochondrial [Source:MGI Symbol;Acc:MGI:1923686]","MeA"
"ENSMUSG00000037902",0.345538656737557,0.000376996564225566,0.0863537326119453,"CDOM - DOM","Sirpa","signal-regulatory protein alpha [Source:MGI Symbol;Acc:MGI:108563]","MeA"
"ENSMUSG00000018750",0.340797811411616,0.00201700285074747,0.0589187617742999,"DOM - DES","Zbtb4","zinc finger and BTB domain containing 4 [Source:MGI Symbol;Acc:MGI:1922830]","MeA"
"ENSMUSG00000038486",0.338333695869402,0.000193262071411102,0.0148921834530115,"DOM - DES","Sv2a","synaptic vesicle glycoprotein 2 a [Source:MGI Symbol;Acc:MGI:1927139]","MeA"
