"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000024940",0.846622791571376,0.315412306076983,"Ltbp3","19","latent transforming growth factor beta binding protein 3 [Source:MGI Symbol;Acc:MGI:1101355]","salmon"
"ENSMUSG00000026458",0.891386992958762,0.291468070556036,"Ppfia4","1","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4 [Source:MGI Symbol;Acc:MGI:1915757]","salmon"
"ENSMUSG00000026883",0.849224270240223,0.288940832182961,"Dab2ip","2","disabled 2 interacting protein [Source:MGI Symbol;Acc:MGI:1916851]","salmon"
"ENSMUSG00000028803",0.803244545198112,0.436432657243164,"Nipal3","4","NIPA-like domain containing 3 [Source:MGI Symbol;Acc:MGI:1921802]","salmon"
"ENSMUSG00000030272",0.85928702384305,0.236755404237708,"Camk1","6","calcium/calmodulin-dependent protein kinase I [Source:MGI Symbol;Acc:MGI:1098535]","salmon"
"ENSMUSG00000031026",0.848973529142231,0.349770560019355,"Trim66","7","tripartite motif-containing 66 [Source:MGI Symbol;Acc:MGI:2152406]","salmon"
"ENSMUSG00000032042",0.807424746191927,0.257169822573655,"Srpr","9","signal recognition particle receptor ('docking protein') [Source:MGI Symbol;Acc:MGI:1914648]","salmon"
"ENSMUSG00000032890",0.937503742793431,0.411012700915708,"Rims3","4","regulating synaptic membrane exocytosis 3 [Source:MGI Symbol;Acc:MGI:2443331]","salmon"
"ENSMUSG00000034245",0.884212923655536,0.373006572775698,"Hdac11","6","histone deacetylase 11 [Source:MGI Symbol;Acc:MGI:2385252]","salmon"
"ENSMUSG00000037259",0.962281861773204,0.406780223759113,"Dzank1","2","double zinc ribbon and ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:2139080]","salmon"
"ENSMUSG00000038295",0.862699338834697,0.312815568967692,"Atg9b","5","autophagy related 9B [Source:MGI Symbol;Acc:MGI:2685420]","salmon"
"ENSMUSG00000040258",0.858752768293884,0.32368585040621,"Nxph4","10","neurexophilin 4 [Source:MGI Symbol;Acc:MGI:1336197]","salmon"
"ENSMUSG00000041380",0.853807894958148,0.265211266913911,"Htr2c","X","5-hydroxytryptamine (serotonin) receptor 2C [Source:MGI Symbol;Acc:MGI:96281]","salmon"
"ENSMUSG00000042804",0.895063291570364,0.336353209053018,"Gpr153","4","G protein-coupled receptor 153 [Source:MGI Symbol;Acc:MGI:1916157]","salmon"
"ENSMUSG00000043154",0.89244593912348,0.304855716085981,"Ppp2r3a","9","protein phosphatase 2, regulatory subunit B'', alpha [Source:MGI Symbol;Acc:MGI:2442104]","salmon"
"ENSMUSG00000043885",0.829158196692363,0.261518067709946,"Slc36a4","9","solute carrier family 36 (proton/amino acid symporter), member 4 [Source:MGI Symbol;Acc:MGI:2442595]","salmon"
"ENSMUSG00000044365",0.905710053951644,0.520600083482247,"Cxxc4","3","CXXC finger 4 [Source:MGI Symbol;Acc:MGI:2442112]","salmon"
"ENSMUSG00000046844",0.863751289688158,0.340546594646942,"Vat1l","8","vesicle amine transport protein 1 like [Source:MGI Symbol;Acc:MGI:2142534]","salmon"
"ENSMUSG00000050069",0.821799617046079,0.347816239133129,"Grem2","1","gremlin 2, DAN family BMP antagonist [Source:MGI Symbol;Acc:MGI:1344367]","salmon"
"ENSMUSG00000055430",0.850858686474134,0.446923078041433,"Nap1l5","6","nucleosome assembly protein 1-like 5 [Source:MGI Symbol;Acc:MGI:1923555]","salmon"
"ENSMUSG00000057093",0.808435472041187,0.295696363152316,"Zfp607b","7","zinc finger protein 607B [Source:MGI Symbol;Acc:MGI:2148237]","salmon"
"ENSMUSG00000059493",0.813848585481128,0.24285503778334,"Nhs","X","NHS actin remodeling regulator [Source:MGI Symbol;Acc:MGI:2684894]","salmon"
"ENSMUSG00000061887",0.831299234913838,0.26623407241832,"Ssbp3","4","single-stranded DNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1919725]","salmon"
"ENSMUSG00000062257",0.834434067309819,0.325057693871094,"Opcml","9","opioid binding protein/cell adhesion molecule-like [Source:MGI Symbol;Acc:MGI:97397]","salmon"
"ENSMUSG00000068615",0.826454340628468,0.288614220024193,"Gjd2","2","gap junction protein, delta 2 [Source:MGI Symbol;Acc:MGI:1334209]","salmon"
"ENSMUSG00000075324",0.827937817380745,0.27492908706701,"Fign","2","fidgetin [Source:MGI Symbol;Acc:MGI:1890647]","salmon"
