MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
56295,25994,Higd1a,2210020B17Rik|7420700H20Rik|AI303276|AW049839|HIM|HIMP1|Hig|Hig1,"HIG1 domain family, member 1A",MitoCarta3.0,"literature, APEX_IMS, mito protein domain+, induction, MS/MS++",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,Tmito,14.4463,0.007,1,"literature, APEX_IMS, mito protein domain+, induction, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17708,4512,mt-Co1,CoxI,cytochrome c oxidase subunit I,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",MIM,OXPHOS > Complex IV > CIV subunits | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits,Tmito,12.8977,0.011,1,"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12858,9377,Cox5a,AA959768|CcO|CcOX,cytochrome c oxidase subunit 5A,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,42.0443,0,1,"literature, APEX_IMS, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12861,1337,Cox6a1,VIaL,cytochrome c oxidase subunit 6A1,MitoCarta3.0,"literature, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,33.2076,0,1,"literature, targetP signal+, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12866,1347,Cox7a2,COX|COX7AL|Cox7|Cox7a3|CoxVIIa-L,cytochrome c oxidase subunit 7A2,MitoCarta3.0,"literature, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,29.4195,0.006,1,"literature, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12864,1345,Cox6c,-,cytochrome c oxidase subunit 6C,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,29.1898,0.005,1,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110323,1340,Cox6b1,2010000G05Rik|COX VIb-1|Cox6b,"cytochrome c oxidase, subunit 6B1",MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,28.1988,0.004,1,"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12857,1327,Cox4i1,AL024441|CO|COX|COX IV-1|COXIV|Cox4|Cox4a|IV-1,cytochrome c oxidase subunit 4I1,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,27.1525,0.004,1,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12859,1329,Cox5b,-,cytochrome c oxidase subunit 5B,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,26.0106,0.003,1,"literature, APEX_IMS, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12869,,Cox8b,COX8|Cox8h|CoxVIII-H,cytochrome c oxidase subunit 8B,MitoCarta3.0,"literature, targetP signal, mito protein domain+, induction, coexpression+, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,23.7533,0.005,1,"literature, targetP signal, mito protein domain+, induction, coexpression+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12867,1350,Cox7c,COX|COXVIIc|Cox7c1,cytochrome c oxidase subunit 7C,MitoCarta3.0,"literature, APEX_IMS, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,22.6843,0.005,1,"literature, APEX_IMS, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12865,1346,Cox7a1,COX|COX7|COX7A|COX7AH|COX7AM,cytochrome c oxidase subunit 7A1,MitoCarta3.0,"literature, targetP signal, mito protein domain+, induction, coexpression, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,21.9553,0.005,1,"literature, targetP signal, mito protein domain+, induction, coexpression, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17709,4513,mt-Co2,-,cytochrome c oxidase subunit II,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,21.1463,0.004,1,"literature, APEX_IMS, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12868,1351,Cox8a,COX|COX8L,cytochrome c oxidase subunit 8A,MitoCarta3.0,"literature, targetP signal+, mito protein domain+, coexpression+, MS/MS",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,20.1047,0.004,1,"literature, targetP signal+, mito protein domain+, coexpression+, MS/MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17992,4697,Ndufa4,ML|MLRQ,"Ndufa4, mitochondrial complex associated",MitoCarta3.0,"literature, targetP signal, mito protein domain, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,19.1231,0.003,1,"literature, targetP signal, mito protein domain, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84682,84701,Cox4i2,Cox4|Cox4b|CoxIV-2,cytochrome c oxidase subunit 4I2,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, mito protein domain+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,16.2142,0.005,1,"literature, targetP signal, yeast mito homolog++, mito protein domain+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66142,1349,Cox7b,1110004F07Rik|C80563,cytochrome c oxidase subunit 7B,MitoCarta3.0,"literature, targetP signal, mito protein domain+, induction, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,16.0461,0.005,1,"literature, targetP signal, mito protein domain+, induction, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12862,1339,Cox6a2,COX|CoxVIaH|V|VIaH,cytochrome c oxidase subunit 6A2,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,15.3267,0.008,1,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333182,125965,Cox6b2,1700067P11Rik|BC048670|COXV|COXVIB2,cytochrome c oxidase subunit 6B2,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,13.3688,0.011,1,"literature, yeast mito homolog+, mito protein domain+, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75483,341947,Cox8c,1700007F21Rik|COX8-|COX8-3|COXV|COXVIII-3,cytochrome c oxidase subunit 8C,MitoCarta3.0,"literature, targetP signal, mito protein domain+, MS/MS",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,10.9417,0.019,1,"literature, targetP signal, mito protein domain+, MS/MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17710,4514,mt-Co3,-,cytochrome c oxidase subunit III,MitoCarta3.0,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,9.8465,0.024,1,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20463,9167,Cox7a2l,COX|COX7AR|COX7RP|EB1|SIG|SIG-|SIG-81|SIG81|Silg81,cytochrome c oxidase subunit 7A2 like,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS+",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,Tmito,6.6089,0.042,1,"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246782,91647,Atpaf2,ATP|ATP12|ATP12p,ATP synthase mitochondrial F1 complex assembly factor 2,MitoCarta3.0,"literature, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",Matrix,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,32.115,0,1,"literature, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66117,154791,Fmc1,1110001J03Rik,formation of mitochondrial complex V assembly factor 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS",Matrix,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,17.6287,0.003,1,"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230649,64756,Atpaf1,6330547J17Rik|AI593252|ATP|ATP11|ATP11p,ATP synthase mitochondrial F1 complex assembly factor 1,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS",Matrix,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,13.3637,0.011,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68073,134145,Atpsckmt,A930016P21Rik|AA987072|Fam173|Fam173b|mFam173b,ATP synthase C subunit lysine N-methyltransferase,MitoCarta3.0,"literature,coexpression",MIM,OXPHOS > Complex V > CV assembly factors | OXPHOS > OXPHOS assembly factors,Tnon_mito,-2.5864,0.518,0,coexpression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66043,513,Atp5d,0610008F14Rik|1500000I11Rik|AA960090|AI876556|AU020773|Atp5f1d|C85518,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,42.8936,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11946,498,Atp5a1,AI035633|AL022851|AL023067|At|Atp5f1a|Atpm|D18Ertd206|D18Ertd206e|Mom|Mom2,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,41.6009,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67126,514,Atp5e,2410043G19Rik|ATPE|AV000645|Atp5f1e,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,37.4638,0,1,"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11947,506,Atp5b,Atp5f1b,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,36.4532,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28080,539,Atp5o,ATPO|Atp5po|D12Wsu28|D12Wsu28e|OSCP,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,34.8673,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11957,522,Atp5j,Atp5pf|CF6,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",MitoCarta3.0,"literature, APEX_IMS, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,29.4195,0.006,1,"literature, APEX_IMS, targetP signal, mito protein domain+, induction, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11949,509,Atp5c1,1700094F02Rik|Atp5f1c,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",MitoCarta3.0,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,27.0536,0.004,1,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11983,93974,Atpif1,ATP5IF1|Atpi|IF(1)|If|If1,ATPase inhibitory factor 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++",Matrix,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,23.9236,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17705,4508,mt-Atp6,-,ATP synthase F0 subunit 6,MitoCarta3.0,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,21.1463,0.004,1,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228033,518,Atp5g3,6030447M23|Atp5mc3,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)",MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,19.9947,0.004,1,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71679,10476,Atp5h,0610009D10Rik|Atp5pd,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit D",MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,19.8364,0.004,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11950,515,Atp5pb,Atp5|Atp5f1|C76477,ATP synthase peripheral stalk-membrane subunit b,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,19.8364,0.004,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70257,9556,Atp5mpl,2010107E04Rik|9430003J03Rik|AU043134|AV124504|MLQ|Mp68,ATP synthase membrane subunit 6.8PL,MitoCarta3.0,"induction, coexpression++, MS/MS+",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tpossible_mito,14.2739,0.007,1,"induction, coexpression++, MS/MS+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57423,9551,Atp5j2,1110019H14Rik|Atp5mf,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",MitoCarta3.0,"literature, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,12.8679,0.011,1,"literature, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67942,517,Atp5g2,1810041M08Rik|Atp5mc2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",MitoCarta3.0,"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,11.1957,0.015,1,"literature, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17706,4509,mt-Atp8,-,ATP synthase F0 subunit 8,MitoCarta3.0,"literature, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,8.9263,0.029,1,"literature, mito protein domain+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11951,516,Atp5g1,Atp5mc1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)",MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,7.2525,0.034,1,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68055,27109,Dmac2l,1110015E18Rik|ATPW|At|Atp5s,distal membrane arm assembly complex 2 like,MitoCarta3.0,"literature, APEX_matrix, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,1.9819,0.188,1,"literature, APEX_matrix, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11958,521,Atp5k,2610008D24Rik|Atp5i|Atp5me|Lfm|Lfm1,"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit E",MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,Tmito,32.5318,0,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27425,10632,Atp5l,4933437C06Rik|Atp5mg,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,Tmito,21.6458,0.004,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66477,84833,Atp5md,2010301L15Rik|Usmg|Usmg5,ATP synthase membrane subunit DAPIT,MitoCarta3.0,"GFP, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits | Mitochondrial dynamics and surveillance > Cristae formation,Tmito,1.9819,0.188,1,"GFP, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67044,192286,Higd2a,2010110M21Rik|AA690237,"HIG1 domain family, member 2A",MitoCarta3.0,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,Tmito,34.6159,0,1,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67388,55969,Rab5if,1110008F13Rik|AI316789|RCAF1|RIP5,RAB5 interacting factor,MitoCarta3.0,"GFP, induction, coexpression",MIM,OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,Tmito,-2.5191,0.499,1,"GFP, induction, coexpression",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
